trajectory_h_rel_l2,trajectory_hu_rel_l2,trajectory_hv_rel_l2,trajectory_c_rel_l2,trajectory_ice_rel_l2,trajectory_dz_rel_l2,trajectory_momentum_rel_l2,change_region_h_rel_l2,change_region_hu_rel_l2,change_region_hv_rel_l2,change_region_c_rel_l2,change_region_ice_rel_l2,change_region_dz_rel_l2,change_region_momentum_rel_l2,mean_wet_iou,final_wet_iou,mixture_volume_relative_error,debris_front_mae_km,debris_front_final_error_km,newly_wet_iou,newly_wet_precision,newly_wet_recall,false_positive_wet_fraction,wet_overprediction_ratio,front_zone_h_rel_l2,front_zone_momentum_rel_l2,front_zone_wet_iou,__change_num_h,__change_den_h,__change_num_hu,__change_den_hu,__change_num_hv,__change_den_hv,__change_num_c,__change_den_c,__change_num_ice,__change_den_ice,__change_num_dz,__change_den_dz,__new_intersection,__new_union,__new_pred,__new_truth,method,scenario_id,budget_fraction,selected_patch_count,active_cell_coverage_fraction
1.0116978740898634,0.793966765648634,4.10642282360843,1.6980102646508524,1.0542511275392152,1.1368931773491993,2.9164035032111135,0.8022433415832705,0.5501303117390279,0.6620351555809946,0.44789403604056677,0.6567876836067564,0.9674957832143052,0.6091043099966342,0.3580452322154162,0.21419871237167218,0.24703411353459734,11.474366307048731,2.520000457763672,0.008813971276580854,0.008846873471114814,0.7032584417290764,0.5947240365573145,1.6705627353361099,0.9474652190096193,0.9522262298561278,0.5753343574729302,22095615.4529984,34331585.49860616,13262645168.084473,43822686784.623886,19516007944.126465,44527558414.58065,8068.9610414505005,40222.31467985641,110.50622796408493,256.1750057976751,67864.63769173622,72501.22977417707,10705,1214549,1210032,15222,FrozenGlobal,JILONG_EI_0009,0.0,0,0.0
1.003534919300496,0.764795454571607,4.297086717988478,1.5711540955173149,1.0638947335988644,1.1209715892040364,3.0214777611012598,0.8018834694740863,0.5420612473033399,0.5293723366241737,0.44592401909121504,0.6645004019463956,0.9690468022715261,0.5354342586795394,0.3723072957207813,0.2284006755878914,0.2571226445830226,11.74659593905329,4.1100006103515625,0.009446767971849677,0.009477952916866945,0.7416774751405102,0.5737960516047795,1.6108491892638177,0.9425433650652951,0.9505037243457831,0.6049987455302209,16317721.831820477,25376808.590233617,8684316768.178955,29555542556.124622,9162458776.98706,32695617830.375175,6904.712146759033,34723.52818476036,58.461948977382946,132.39841732103378,76023.08014392853,80957.28886890411,10293,1089579,1085994,13878,FrozenGlobal,JILONG_EI_0019,0.0,0,0.0
1.0177542579918426,0.7923091895741187,4.658048868363546,1.8021171703302636,1.0337207686537178,1.109344454009909,3.3108908728815143,0.8003802150296607,0.5427893418270993,0.6035797428389665,0.4735122989466186,0.6674346736016302,0.9684653039773531,0.5751318037408467,0.34827654420723086,0.21345385016513124,0.2043355075209744,12.046479171535498,1.9500007629394531,0.00848260239626459,0.008513267013782343,0.701935914552737,0.6098988765988146,1.743230415667466,0.9456017494518016,0.9448559728108163,0.5971409667448065,18457007.157070227,28811680.589952502,10608485915.71099,36007318607.353355,14144447624.025532,38825466307.84117,8331.05643209815,37156.73530562222,150.34417528911575,337.49634789254924,86740.71957421303,92481.5048237443,10515,1239596,1235131,14980,FrozenGlobal,JILONG_EI_0029,0.0,0,0.0
1.0170897912231724,0.7782735001431168,5.034308917368157,1.7954139901324022,1.0005056984842493,1.1036313071826496,3.5555139980256287,0.802134198312757,0.5432503599991004,0.5119148955457495,0.4882268599565907,0.6746239496997244,0.9673195073244646,0.5270245302081243,0.35112863532429917,0.2200692929552162,0.19041891598463057,14.881690332377461,4.649999618530273,0.008915091907155724,0.008943886411661394,0.7346864009378663,0.5995181210359648,1.678775409357382,0.9421803664765495,0.9412011673237198,0.6359549353129123,13336244.188495044,20727144.440217003,7361897812.72034,24945357901.363438,7231748835.802757,27596105776.552704,7616.990192055702,31955.091040883213,166.45517100680763,365.74111234099837,71942.13663947582,76885.32242523134,10027,1124722,1121101,13648,FrozenGlobal,JILONG_EI_0039,0.0,0,0.0
1.0085351939508205,0.8024268708318263,3.0636181610600053,1.652829663912546,1.1508739379434376,1.1424759946564835,2.2320564169277186,0.8091115017410052,0.5669829356437057,0.6003061497997162,0.4744819090142925,0.6961493880342086,0.9638914278247707,0.5843495577124268,0.3431622833888123,0.21065608274700823,0.29291145477922814,10.388181961708135,1.3800010681152344,0.008608552200360584,0.008651013348206496,0.6368788966559608,0.6010358696485255,1.6138988093755655,0.9487051073839355,0.9461457598852107,0.580717671381555,22522395.31808144,34403119.76943549,14344274708.648203,44620929967.68163,17008578676.096588,47197874190.75491,9333.297550916672,41456.80176700652,76.10474600216462,157.03875714167316,75563.18106269836,81330.60382030904,10113,1174762,1168996,15879,FrozenGlobal,JILONG_EI_0049,0.0,0,0.0
1.0070739734514516,0.7693106031453227,3.886190923960044,1.6321636634517174,1.079588070473533,1.124621086111612,2.7605661942289115,0.802377091400228,0.5366215352178447,0.5651132619904842,0.4639761808418066,0.6561109170902404,0.9659211683211828,0.551699138320177,0.3607421169418987,0.22189291927066554,0.24506079574071013,11.308943895413213,3.0,0.009318380414722317,0.009352749690212912,0.7171759453048695,0.58421710473456,1.6121735400716293,0.945349733128861,0.9435564631674895,0.5991852411197106,16156429.878758337,25095066.9514793,8667186573.63086,30098298892.845074,10528332738.526855,32967696484.868633,7606.962638139725,35336.20548405871,68.29088675107823,158.63836451845418,66541.09319448471,71319.21658104658,10280,1103196,1099142,14334,FrozenGlobal,JILONG_EI_0059,0.0,0,0.0
1.010094327443164,0.8131892337937722,3.254404038990235,1.6466094875278237,1.4516050016686848,1.1244979151062446,2.358324862237012,0.8083136138827857,0.5645000644805501,0.5763242738031166,0.4766204447848681,1.0730952520080987,0.9725484249415156,0.5705796040891604,0.3376040932050282,0.20889251222877211,0.28306591828583205,10.28790215918651,1.4099998474121094,0.00874216611929175,0.008782812998875579,0.6538560909443224,0.6057407015010834,1.6205314653853922,0.949595424820844,0.9515242581490367,0.5752821727594108,21247337.99873373,32519565.917531945,13356103555.587008,41913293246.8365,14581109147.240952,43899213296.85787,9354.650477916002,41179.61009020358,65.00206787742647,56.4482686781848,88810.71224737167,93895.09017384052,10123,1157951,1152592,15482,FrozenGlobal,JILONG_EI_0069,0.0,0,0.0
1.005149478626294,0.7732864289256716,3.527635172127018,1.6018245231691761,1.182383342846225,1.1236053662134338,2.5181291323405635,0.8048957301278932,0.5393986717804916,0.5227347497895254,0.472412456824638,0.7469341269436799,0.9665444269961331,0.5306476163407499,0.3541470905751178,0.21993243243243243,0.2594042097343708,11.229507267501363,3.0600013732910156,0.009552347448605806,0.009588764931867806,0.715516632530546,0.5854891150888728,1.5784462754918873,0.9459630306704323,0.9414994142808505,0.5911123118462718,14746577.723934025,22762082.71220981,7861886017.667666,27021347192.559578,8294932485.025772,30356389200.495186,7704.4785967469215,34522.367499114014,47.05894301559438,84.34853874377063,66030.23512101173,70680.4330277443,10131,1060577,1056549,14159,FrozenGlobal,JILONG_EI_0079,0.0,0,0.0
1.010747920638021,0.7946591819734155,3.6438827339234736,1.6983030016166398,1.03459928340938,1.1359231495114153,2.6211790073012473,0.8076544903656772,0.5601004516449162,0.6313475327853139,0.4607893042641677,0.6693032288268164,0.9643084902467409,0.5970652936172636,0.34955154202665767,0.2086061216495999,0.2665445242207745,10.76202814312248,1.5,0.008476353047494728,0.008513453547944652,0.6604493960067597,0.6037593658769376,1.67962989344822,0.947763996111553,0.9524424390596384,0.5817253977419119,23755716.874573797,36418069.187190264,15135819731.888184,48247420689.86666,19533585880.16919,49005519897.72861,8817.996001958847,41530.304752483964,150.12632371443942,335.1282274788109,86273.61745595932,92778.21813547611,10552,1244875,1239450,15977,FrozenGlobal,JILONG_EI_0089,0.0,0,0.0
1.0062147097387764,0.7568244800268772,4.2422287952707425,1.6338070151397595,0.9889644504027059,1.1165791042187179,3.006910963253958,0.8048251808147314,0.53976421979629,0.5801393336568373,0.46353761108384595,0.673176793269643,0.9653084945587805,0.5612337847638483,0.3650630887676034,0.22425187032418953,0.2454776483520983,11.35943684191771,2.760000228881836,0.009312661712504508,0.009348156774592513,0.7103656445084723,0.5809009710899024,1.6098939875570821,0.9464672047128545,0.9375112949539558,0.6148541833962098,16797038.757894516,25931617.838365976,9154833879.488281,31422612033.22519,11585099083.155273,34421923012.18359,7591.257642388344,35330.011182207614,169.5875524943417,374.22750192903914,76009.1666507721,81570.61096382141,10355,1111927,1107705,14577,FrozenGlobal,JILONG_EI_0099,0.0,0,0.0
